page,text,filename,extraction_method,timestamp,metadata_title,metadata_author,metadata_creator,metadata_producer,metadata_subject,metadata_creation_date,metadata_modification_date,metadata_pages
2,AI Developer Programs,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,About,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"What Is the Kaggle Community Olympiad, and Why Do We Do This?",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"The former ML Olympiad has now become an evergreen campaign, Kaggle Community Olympiad. This",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,initiative consists of a series of Kaggle Community Competitions organized by the Google AI,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"Community, with support from the Google AI Developer Programs team. Its goal is to foster impactful",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"community competitions on Kaggle, providing developers with opportunities to learn through hands-on",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,AI/ML experience.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"To ensure a smooth transition, we are kicking off this campaign as a 6-month pilot program.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"Anyone can start participating at any time, and the results have to be reported within the program",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
3,"period, by the end of August 2025.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Overview,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,How does Kaggle Community Olympiad work?,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Host a community competition that offers real-world problem-solving experience to both community,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,members and others. Here’s how to get started:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,"Plan a competition with a deﬁned problem, datasets, scoring, prizes and other settings.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Launch the competition using the name “Kaggle Community Olympiad - Your Competition Name”.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Notify the team by submitting the Registration form.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Promote the competition (Option #1) Host a training session on how to participate in your competition.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Close the competition (Option #2) Host a tech talk on winning solutions.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,Report the results and claim your reward by submitting the Report form.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
4,(Report the results right after the competition ﬁnishes. The deadline of the campaign is August 31 UTC 23:59),4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,Campaign Eligibility Criteria,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,Competitions that qualify for support should meet as followings:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,Name the competition in this format: “Kaggle Community Olympiad - [Your Competition Name]”,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,Include this hashtag on the competition page for promotion/SEO: #KaggleCommunityOlympiad,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,The competition must have a unique subject (no copied competition pages) and remain active,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,during the open period.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,The competition must have at least 20 participants.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,The competition must run for at least 2 weeks (1-2 months recommended).,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,"Before reporting the results, a training session or tech talk related to the competition must be held.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
5,A slide deck or YouTube link must be submitted as proof.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,Where can I prepare a dataset?,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,1.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,Use existing public datasets on Kaggle.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,2.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,External Sources:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,"Google Dataset Search: Filter by criteria like license, format, keywords, and more.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,"Data.gov: The U.S. government's open data portal housing datasets from various federal agencies. Great for public policy,",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,"statistics, and environmental data.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,"World Bank Open Data: Access over 20,000 datasets on development topics like education, health, poverty, and more.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,"UNdata: Get statistics and indicators from the United Nations on topics like population, trade, education, and environment.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,Papers with Code: Explore datasets mentioned in recent research papers with links to download and code,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,implementations.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,-,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
6,UC Irvine Machine Learning Repository: A well-known collection of machine learning datasets.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Competition Setup,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Review the Community Competition Setup Guide:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,1.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Prepare a well deﬁned problem and datasets.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,2.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Enter a descriptive title in the format: “Kaggle Community,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,"Olympiad - Your Competition Name”, and click the “Create a",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Community Competition” button.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,3.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,"Set up descriptions, general settings, datasets, scoring, prizes, and",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,other settings.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,4.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,"Once you have conﬁgured all settings, go to “Host > Launch",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Checklist” and review everything.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,5.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Set a launch date or launch it right away.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,6.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,Notify the AI Developer Programs team that your competition has,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
7,launched by submitting this form.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,Promotion,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,"Attracting participants to your Kaggle community competition requires a mix of planning, promotion, and",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,community engagement:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,Use the design asset package to brand and publicize your event.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,Promote your competition in relevant Kaggle discussion forums.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,"Offer training sessions, tutorials, or starter notebooks to help beginners get started.",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,Be responsive to questions and comments from participants in the discussion tab.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,"Inform the team when your competition launches. After review, it may be featured in Kaggle’s",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
8,newsletter.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Host Tech talks,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Engage your community with learning opportunities. Host a training session or follow-up sessions to,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,support participants and enhance their experience. You can:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Host a training session for your community members to participate in.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Host a tech talk showcasing the winning solutions.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Explore other creative ways to engage participants and share knowledge.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,Example: Machine Learning São Paulo hosted a follow-up tech talk sharing the top 3 teams' solutions and,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
9,insights (video),4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,Report,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,Notify the AI Developer Programs of your competition launch,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,Inform the team when the competition has launched by using this form.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,Report the results and claim your reward,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,"Report the results after the competition ends. If your competition qualifies for a reward, please submit",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
10,your results using this form.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,Rewards,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,The competition host that who has run a community competition and hosted an additional learning,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,session will receive:,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,3 Kaggle Community Olympiad T-shirts,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,3 Kaggle Community Olympiad Medals,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,A pack of badges and stickers,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,"Additionally, 3 extra swag items will be included for sharing behind-the-scenes stories about running the",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,"competition, such as impactful moments, inspiring experiences, or contributions to community building",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
11,and growth.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,Reward Policy,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,Both individual members and community organizers can participate in the campaign.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,"The competition page, the proof of training session (video or slides) must be original creations",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,made in 2025.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,●,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,Communities and individuals are eligible for only one reward per campaign per calendar year.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,"Duplicate rewards for the same campaign within a year, even if it's hosted multiple times, will not be",4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
12,awarded.,4a9aa99b-23be-4518-aea7-7c902c6f6a29.pdf,auto,2025-04-29 16:18:28,Kaggle Community Olympiad - Organizer Guide (shared),,Google,,,,,18
